"Case#","Date","Time","Description","Location","Date_Time","Notes","Hour","Minute","Year","Time_Numeric","Type"
"220255 ","2022 07 30","0635","Exclusion","Eliot Hall",2022-07-30 06:35:00,"Notes: A CSO responded to an alarm indicating that a door in Eliot Hall had been forced open. The CSO initiated an interior patrol of the building and encountered an individual, unaffiliated with the college, sleeping in a chair in an open office. The CSO announced their presence and the individual woke up. The CSO recognized the individual from an interaction earlier in their shift, during which the individual had been escorted off campus by CSOs. The CSO told the individual that they needed to leave, and they gathered their belongings and headed out of the building. The CSO escorted the individual off of campus and issued a verbal exclusion due to the two interactions and the forced entrance into a building. ",6,35,2022,6.58333333333333,"Incident"
"220256","2022 07 31","1133","Suspicious Person/Activity/Circumstances","Birchwood Apartments",2022-07-31 11:33:00,"Notes: A CSO on exterior patrol of the Birchwood Apartments observed that the blinds in a vacant apartment had been closed. The CSO opened the door and announced their presence, with no response. The CSO waited for another CSO to accompany them for a walkthrough of the apartment. During the walkthrough, the CSOs encountered signs of occupancy, including drug paraphernalia. The CSOs secured the apartment, disposed of any paraphernalia they encountered, and contacted building services for clean up of the apartment.",11,33,2022,11.55,"Incident"
"220258","2022 07 31","2008","Suspicious/Person/Activity/Circumstances","Birchwood Apartments",2022-07-31 20:08:00,"Notes: A CSO on patrol of the Birchwood Apartments observed an individual inside one of the vacant apartments. The CSO noted that the individual, upon seeing the CSO, ducked out of sight. The CSO requested additional CSO assistance for an apartment walkthrough. The CSOs announced their presence and performed a walkthrough of the unit. They encountered signs of occupancy, and an open window in the rear of the apartment, but no individuals. It was evident that the individual had exited through the open window. The CSOs secured the apartment and contacted building services for clean up of the apartment.",20,8,2022,20.1333333333333,"Incident"
"220245","2022 07 19","1941","Medical Assist - Other","Residence hall",2022-07-19 19:41:00,"Notes: A CSO responded to a request for medical assistance in a residence hall. Upon arrival, the CSO met with a student who had received an injury. The CSO provided first aid supplies, which the student self-administered. The student thanked the CSO for their assistance and the CSO resumed their patrol.",19,41,2022,19.6833333333333,"Incident"
"220246","2022 07 21","0047","Theft - Bike","Eliot Hall",2022-07-21 00:47:00,"Notes: A CSO responded to a report of a bike theft from the north side of Eliot hall. The CSO met with a Reed employee who stated that they had secured their bike at the bike rack earlier that evening. The bike is described as a black and red “Specialized” road bike.",0,47,2022,0.783333333333333,"Incident"
"220247","2022 07 21","1527","Evidence of Drug Use","Trillium",2022-07-21 15:27:00,"Notes: A CSO on patrol of Trillium encountered the remains of a cannabis joint on the fourth floor balcony. The CSO disposed of the joint and continued on their patrol.",15,27,2022,15.45,"Incident"
"220248","2022 07 21","2104","Graffiti","Quad",2022-07-21 21:04:00,"Notes: A CSO on patrol in the quad encountered new graffiti painted on a picnic table in the Quad. As the graffiti was specifically targeting a member of the Reed community, building services was contacted for removal of the graffiti.",21,4,2022,21.0666666666667,"Incident"
"220249","2022 07 22","0023","Information Only","Off Campus",2022-07-22 00:23:00,"Notes: A Reed community member contacted Community Safety to report that they had been assaulted off campus. The Dispatcher offered the reporting party information for both on campus and off campus resources available if desired.",0,23,2022,0.383333333333333,"Incident"
"220250","2022 07 24","1421","Medical Assist - Other","28 West",2022-07-24 14:21:00,"Notes: A student arrived at 28 West to receive medical assistance for injuries sustained earlier that day. A CSO administered first aid and the student then received a ride to a nearby medical facility for further care and evaluation.",14,21,2022,14.35,"Incident"
"220237","2022 07 12","0039","Evidence of Drug Use","Trillium",2022-07-12 00:39:00,"Notes: A CSO on patrol of Trillium residence hall encountered the remainder of a smoked cannabis joint on the fourth floor balcony picnic table. The CSO disposed of the joint and continued on their patrol.",0,39,2022,0.65,"Incident"
"220238","2022 07 13","2243","Evidence of Drug Use","Trillium",2022-07-13 22:43:00,"Notes: A CSO on patrol of Trillium residence hall encountered a small pile of loose cannabis leaf on the fourth floor balcony picnic table. The CSO disposed of the cannabis and continued on their patrol.",22,43,2022,22.7166666666667,"Incident"
"220239","2022 07 14","1150","Exclusion/Public Indecency","Central Campus",2022-07-14 11:50:00,"Notes: A CSO responded to a report of an unknown individual interrupting a Tin House class. When the CSO arrived, they encountered the individual, who is known to Community Safety and has been previously excluded from campus. The CSO informed the individual that they needed to leave campus, to which the individual initially appeared to comply, heading westward off of campus. The individual then changed course and headed eastward, and the CSO reminded the individual that they needed to continue walking off campus. At this time the individual began walking quickly toward the CSO in a stance that indicated they would possibly hit the CSO. The CSO backed up and informed the individual that they needed to keep their distance. The individual stopped advancing, but then proceeded to reach into their pants and exposed their genitals to the CSO. The CSO again informed the individual to stop, at which time they did and began walking southward. The CSO, with another CSO providing backup, proceeded to follow the individual until they were off of campus. Portland Police had been contacted by Dispatch but did not arrive before the individual had left campus.  ",11,50,2022,11.8333333333333,"Incident"
"220240","2022 07 14","1631","Smoking Violation - Dorm","Trillium",2022-07-14 16:31:00,"Notes: A CSO on patrol of Trillium encountered the odor of cigarette smoke on the second floor. The CSO initiated contact with the resident of the room room from which the smoke was most likely emanating. The resident stated that they had smoked a cigarette inside their room because they did not have the energy to walk outside to smoke. The CSO thanked the resident for their honesty, reminded them of the smoking restrictions in residence halls, and continued on their patrol. ",16,31,2022,16.5166666666667,"Incident"
"220241","2022 07 14","2022","Medical Assist - Other","Residence Hall",2022-07-14 20:22:00,"Notes: A CSO responded to a request for medical assistance in a residence hall. Upon arrival, the CSO met with the student in need, and a friend who was accompanying the student. The CSO provided the two students with a vehicle escort to 28 West where, per the student’s request, a Radio cab was called to transport the student to a nearby medical facility for further evaluation and care. ",20,22,2022,20.3666666666667,"Incident"
"220243","2022 07 15","1713","Evidence of Drug Use","Trillium",2022-07-15 17:13:00,"Notes: A CSO on patrol of Trillium residence hall encountered the remainder of two smoked cannabis joints on the fourth floor balcony picnic table. The CSO disposed of the joints and continued on their patrol.",17,13,2022,17.2166666666667,"Incident"
"220244","2022 07 16","1849","Medical Assist - Other","Central Campus",2022-07-16 18:49:00,"Notes: CSOs responded to a request for medical assistance in central campus. Upon arrival, they met with the injured party, a non-community member. The individual requested medical transport to a medical facility. Dispatch contacted American Medical Response (AMR) for assistance. The CSOs cleared from the call after AMR arrived.",18,49,2022,18.8166666666667,"Incident"
"220234","2022 07 07","2026","Graffiti","Sullivan Hall",2022-07-07 20:26:00,"Notes: A CSO on patrol encountered new graffiti on the north exterior side of Sullivan Hall. Building Services has been contacted for removal. ",20,26,2022,20.4333333333333,"Incident"
"220235","2022 07 08","1200","Damage to Property/Trespass","Naito Hall",2022-07-08 12:00:00,"Notes: CSOs were dispatched to a possible break in at Naito Hall. Upon arrival, they observed that the exterior window of a Naito Hall residence had been broken. When they went inside the building to enter the residence, they also observed that the door had been pried open. Once inside the room, there appeared to be no signs of tampering or theft. Building Services was called for window and door repairs and glass clean up.",12,0,2022,12,"Incident"
"220236","2022 07 08","1448","No Contact Order","Campus",2022-07-08 14:48:00,"Notes: A No Contact Order was put in place between two Reed community members at the direction of the Dean of Faculty.",14,48,2022,14.8,"Incident"
"220230","2022 06 27","0955","Exclusion","Quad",2022-06-27 09:55:00,"Notes: A CSO responded to a report of a suspicious person near Kaul auditorium. Upon arrival, the CSO encountered an individual with whom they’d had multiple interactions in the previous month. The CSO formally excluded the individual due to their continued insistence on accessing campus to look through recycling containers despite having been informed multiple times that Reed does not allow that activity. The CSO escorted the individual to the campus boundary.",9,55,2022,9.91666666666667,"Incident"
"220231","2022 06 29","0039","Suspicious Person/Activity/Circumstances","North Lot",2022-06-29 00:39:00,"Notes: A CSO on patrol in the North Lot encountered a commercially owned vehicle that had extensive damage to the driver’s side door lock, and ignition. Upon approaching the vehicle, the CSO observed an individual sleeping in the passenger seat. The CSO requested a secondary CSO on scene and attempted to wake the sleeping individual. The inability to wake the individual paired with the suspicious circumstances of the driver’s door lock and ignition, the CSO requested police and paramedic response. American Medical Response (AMR) arrived on scene before Portland Police (PPB) and opted to wait for PPB arrival before interacting with the individual, as they had visually confirmed that the individual was breathing. They also received confirmation that the vehicle had been reported stolen. The individual woke up before PPB arrived and a paramedic spoke with the individual, who declined medical evaluation. PPB arrived, at which time the individual moved into the driver’s seat, started the vehicle, and exited the campus at a high rate of speed. PPB units followed the vehicle off of campus and the CSOs and AMR cleared from the scene.",0,39,2022,0.65,"Incident"
"220232","2022 07 02 ","1714","Smoking Violation - Dorm","Trillium",2022-07-02 17:14:00,"Notes: A CSO responded to a report of someone smoking a cigarette in the Trillium residence hall. Upon arrival to the room the CSO made contact with the occupant who initially stated that they had smoked a cigarette outside. When the CSO relayed their observations of the smell and smoke hanging in the air inside the room, the occupant stated that they had smoked a cigarette in their room. The CSO reminded the student of the campus smoking policy and cleared from the scene.",17,14,2022,17.2333333333333,"Incident"
"220233","2022 07 03","2250","Exclusion","Sports Field",2022-07-03 22:50:00,"Notes: A CSO responded to a report of fireworks being set off in the upper Sports Field. Upon arrival, the CSO encountered a small group of individuals. The CSO confirmed that they were not Reed College students and asked if they had been setting off fireworks. One member of the group stated that they had not and that the group was leaving campus. The CSO wished them a good evening and the group left. The CSO was checking the lawn for firework remnants and possible lawn damage when their flashlight beam landed on a pair of individuals having intercourse near the soccer net. The CSO turned off their flashlight and requested the individuals get dressed. The individuals did so and when the CSO explained the possible negative impact of their behavior to the Reed community, one of the individuals stated that the CSO should call the police. The CSO agreed to do so and requested the individuals’ identification. Both individuals declined and one of the two apologized and began walking off of campus. Before either individual left campus the CSO formally excluded them due to their uncooperative attitudes and lewd behavior. The CSO then cleared from the call.",22,50,2022,22.8333333333333,"Incident"
"220226","2022 06 22","2322","Accident/Damage to Property","Eliot Hall",2022-06-22 23:22:00,"Notes: A CSO on patrol encountered a vehicle driving along the south side of Eliot Hall. When the CSO approached the vehicle, the driver stated that they had taken a wrong turn and in an attempt to exit the campus they had inadvertently struck a boulder at the roundabout near Old Dorm Block. The driver exited their vehicle to inspect damage to the front bumper, the damage appearing to be minimal. The CSO offered directions to the exit and wished the occupants of the vehicle a good evening. ",23,22,2022,23.3666666666667,"Incident"
"220227","2022 06 25","2225","Trespass/Suspicious Person/Activity/Behavior","Morgan House",2022-06-25 22:25:00,"Notes: CSOs responded to a report of a possible burglary in process at a Reed owned property, the Morgan house. The CSOs arrived at the residence and observed a vehicle parked in the driveway, and that a door on the west side of the residence was ajar. The CSOs performed a walkthrough of the residence and found it to be unoccupied, but with signs that there were possible occupants. The CSOs exited the residence and spoke with the individual that had reported the possible burglary, a neighbor of the residence. While speaking with the neighbor, two unknown individuals approached the residence and one stated that the vehicle parked in the driveway was theirs. The individual stated that they were fixing the tire on their vehicle and that they had been given permission by another individual to use the driveway, and additionally stated that they had never entered the residence. Portland Police arrived and performed a walkthrough of the residence, and confirmed the CSOs’ observations. The CSOs verbally excluded the two individuals, who stated that they understood, and left the residence property. The CSOs secured the property and cleared from the scene.",22,25,2022,22.4166666666667,"Incident"
"220228","2022 06 26","0704","Trespass/Suspicious Person/Activity/Behavior","Morgan House",2022-06-26 07:04:00,"Notes: A CSO on vehicle patrol encountered an unknown vehicle parked on the property of the Reed Morgan house. The CSO parked and when they approached the residence they observed three unknown individuals inside the residence. The CSO requested Portland Police Bureau (PPB) response. While waiting for PPB arrival, the three individuals exited the residence. The CSO informed the three individuals that they were in Reed college property illegally and that PPB was on the way. The individuals expressed the desire to go back inside the residence, at which point the CSO stated that they were not allowed to reenter the residence and needed to wait for PPB arrival. Two of the individuals left, however the third remained as they stated that they had left their vehicle key inside the residence. The individual stated that they had been assisting a friend in moving their belongings from the residence and had been unaware that the friend was staying there without permission. PPB arrived and questioned the individual. The police officer stated that this incident would be referred to the district attorney for prosecution. A second CSO arrived and together the CSOs performed a walkthrough of the residence. They found unsecured basement windows as the probable entry point. A work order was placed for immediate securing of the windows and the CSOs secured the remainder of the residence before clearing the scene.  ",7,4,2022,7.06666666666667,"Incident"
"220229","2022 06 26","2346","Graffiti","Chemistry",2022-06-26 23:46:00,"Notes: A CSO on patrol encountered a new graffito on the north exterior side of the Chemistry building. Building services was contacted for removal of the graffiti.",23,46,2022,23.7666666666667,"Incident"
"220222","2022 06 14","1025","Suspicious Person/Activity/Circumstances","Birchwood Apartments",2022-06-14 10:25:00,"Notes: A CSO observed two individuals entering a Birchwood apartment that had been confirmed to be vacant. The CSO returned to 28 West to request a second CSO for additional support, and then they returned and entered the apartment together. By the time the CSOs returned to the apartment, the individuals had left and there were no signs of the apartment being occupied. The CSOs ensured that the apartment was secured and left the scene.",10,25,2022,10.4166666666667,"Incident"
"220223","2022 06 15","1056","Evidence of Drug Use","PAB",2022-06-15 10:56:00,"Notes: A CSO encountered two spent cannabis joints lying unattended on a picnic table west of the PAB. The CSO disposed of the two joints and continued on their way.",10,56,2022,10.9333333333333,"Incident"
"220224","2022 06 16","1755","Theft - Other","Strong House",2022-06-16 17:55:00,"Notes: A faculty member reported that three packages had been stolen off of their front porch by an unknown individual who then left in a black truck with no license plate. The faculty member added that they had also filed a police report. ",17,55,2022,17.9166666666667,"Incident"
"220225","2022 06 19","1236","Suspicious Person/Activity/Circumstances/Theft from Vehicle ","Grove Lot",2022-06-19 12:36:00,"Notes: A CSO responded to a report of an attempted theft from a vehicle in the Grove Lot. The CSO met with the owner of the vehicle who stated that their catalytic converter had been tampered with, the pipe having been cut from the front portion and bolts had been removed from the back portion. The CSO stated that earlier on their shift they had responded to a suspicious person call in the same location of their vehicle, but didn’t witness any suspicious activity. The CSO had observed an individual get into a vehicle and drive away, but that was all. ",12,36,2022,12.6,"Incident"
"220220","2022 06 08","1405","Fire","Greenwood",2022-06-08 14:05:00,"Notes: A CSO responded to a report of a fire near Greywood. The CSO observed upon arrival that the fire, located on the sidewalk near Greywood bordering Woodstock Blvd., had been extinguished by a Reed staff member. The CSO confirmed that the fire was fully extinguished and replaced the discharged extinguisher. ",14,5,2022,14.0833333333333,"Incident"
"220221","2022 06 12","1128","Theft of Motor Vehicle","Prexy",2022-06-12 11:28:00,"Notes: A CSO responded to a report of a property dispute. Upon arrival, the CSO met with a Reed staff member and a juvenile who stated that they were there for Reunions with their alum parent. The juvenile guest stated that they had been driving the Reed electric carts while assisting Meat Smoke with deliveries. The Reed staff member stated that the guest did not have permission to use the electric carts and, without approval, had driven multiple carts over the course of the weekend. The guest had an electric cart key which they were initially hesitant to hand to the CSO, but they did end up turning it over.  ",11,28,2022,11.4666666666667,"Incident"
"220217","2022 05 31","1759","Suspicious person/activity/circumstances","Trillium",2022-05-31 17:59:00,"Notes: A CSO responded to a report of a student streaking naked on the Sports Field, and also streaking on the Trillium fourth floor balcony, several hours earlier. The reporter stated that they believed the streaking student had ingested lysergic acid diethylamide. The CSOs did not encounter any naked students during their patrols.",17,59,2022,17.9833333333333,"Incident"
"220218","2022 06 01","1553","Suspicious person/activity/circumstances","Trillium",2022-06-01 15:53:00,"Notes: A CSO on an exterior patrol of Trillium encountered a cut bike on the east side of the building. ",15,53,2022,15.8833333333333,"Incident"
"220219","2022 06 03","2224","Evidence of Drug Use","Trillium",2022-06-03 22:24:00,"Notes: A CSO on internal patrol of Trillium encountered an empty cannabis container left on the fourth floor balcony.",22,24,2022,22.4,"Incident"
"220215","2022 05 24","1354","Information Only","GCC",2022-05-24 13:54:00,"Notes: A CSO on patrol near GCC observed an individual remove a bike from the GCC bike rack, and then attempted to ride one bike and tow the other by holding on to it. The CSO was familiar with the bike the individual was towing, and when the CSO attempted to ask the individual about the bike, the individual cursed at the CSO and shoved the bike they had removed from the rack in the CSO’s direction, then rode off. The CSO placed the bicycle in the 28 West secure bike storage.  ",13,54,2022,13.9,"Incident"
"220216","2022 05 26","1959","Evidence of Drug Use","Trillium",2022-05-26 19:59:00,"Notes: A CSO on patrol in Trillium encountered a cannabis joint left on the fourth floor balcony table. The CSO disposed of the cannabis joint and continued on their patrol.",19,59,2022,19.9833333333333,"Incident"
"220206 ","2022 05 16","0725","Burglary","Gray Campus Center (GCC)",2022-05-16 07:25:00,"Notes: A CSO responded to the GCC to take a report of burglary. The CSO met with a Bon Appetit employee who reported that when they had arrived on site they observed multiple food items strewn about the kitchen area, and beverages and food stolen. Shortly after taking this report, a Reed building services member reported to the CSO that a door to the Student Union (SU) had been broken and there was damage inside the building. The CSO inspected the door and found damage consistent with that caused by forced entry. When the CSO entered the SU, they observed that a fire extinguisher had been discharged, a disco ball had been shattered, and multiple commencement gowns and mortarboards had been removed from their storage areas. The CSO found the missing commencement gowns, along with food from Commons, hidden underneath a chair.",7,25,2022,7.41666666666667,"Incident"
"220208","2022 05 16","1306","Medical Transport - Other","Residence Hall",2022-05-16 13:06:00,"Notes: A CSO responded to a request for medical assistance at a residence hall. Upon arrival, the CSO met with a student experiencing medical distress. The student opted to be treated at a medical facility. American Medical Response (AMR) was activated and transported the student to a nearby medical facility for care.",13,6,2022,13.1,"Incident"
"220209","2022 05 17","0915","Unattended Alcohol or Drugs","Pool Hall",2022-05-17 09:15:00,"Notes: A CSO performing a move-out walk through encountered an alcoholic beverage inside the Pool Hall manager’s office. As not all people with access to that area are of legal drinking age, the CSO disposed of the alcohol.",9,15,2022,9.25,"Incident"
"220210","2022 05 17","1008","Evidence of Drug Use/Smoking Violation-Dorm","Trillium",2022-05-17 10:08:00,"Notes: A CSO performing a move-out walk through encountered extensive evidence of both tobacco and cannabis use on the Trillium fourth floor balcony.",10,8,2022,10.1333333333333,"Incident"
"220211","2022 05 18","0514","Theft from Vehicle","North Lot",2022-05-18 05:14:00,"Notes: A student arrived at 28 West to report that they had been in their vehicle when an unknown individual broke the front passenger window and took the student’s backpack from off of the passenger seat. The individual then got into a black sedan and drove away.",5,14,2022,5.23333333333333,"Incident"
"220213","2022 05 21","1648","Maintenance Issue","Aspen",2022-05-21 16:48:00,"Notes: A CSO was dispatched to Aspen where a student had reported they were stuck in the building elevator. The CSO confirmed with the student that they were okay and requested Portland Fire Department (PFD) response to assist in opening the elevator door. PFD successfully opened the door and retrieved the student. The CSO taped off the elevator and put in a work order with building maintenance.",16,48,2022,16.8,"Incident"
"220214","2022 05 22","1053","Damage to Property","28 West",2022-05-22 10:53:00,"Notes: A CSO exiting the CS Honda heard a loud hissing noise coming from the front driver’s side tire and observed that the tire was deflating. A work order was put in for repairs.",10,53,2022,10.8833333333333,"Incident"
"220201","2022 05 10","1450","Damage to Property","Grove Dorms",2022-05-10 14:50:00,"Notes: A CSO on patrol near the Grove dorms observed new lawn damage east of Sequoia. The damage was consistent with that done by vehicle tires. Grounds has been contacted for repairs.",14,50,2022,14.8333333333333,"Incident"
"220202","2022 05 10","1759","Graffiti","Vollum",2022-05-10 17:59:00,"Notes: A CSO on patrol encountered new graffiti on a power generator east of Vollum. Building Services has been contacted for removal of the graffiti.",17,59,2022,17.9833333333333,"Incident"
"220203","2022 05 11","1821","Damage to Property/Theft-Computer/Theft from Vehicle","Upper North Lot",2022-05-11 18:21:00,"Notes: A CSO responded to a report of a vehicle break-in in the Upper North parking lot. Upon arrival, the CSO met with a student who stated that their laptop and other personal belongings had been stolen. The vehicle owner arrived, another Reed student,  and confirmed that some of their personal belongings had also been stolen. The CSO sympathized with the students and recommended they file police reports.",18,21,2022,18.35,"Incident"
"220204","2022 05 12","0144","Theft - Other","Biology",2022-05-12 01:44:00,"Notes: A CSO responded to a report of theft from a bike parked at the Biology/Physics breezeway. Upon arrival, the CSO met with the bike owner who reported that a saddlebag containing bike related items had been stolen off of their bike. ",1,44,2022,1.73333333333333,"Incident"
"220205","2022 05 15","0849","Evidence of Drug Use","Russian House",2022-05-15 08:49:00,"Notes: A CSO on exterior patrol of the Language houses observed through a window, clearly marked cannabis containers and cannabis paraphernalia left unattended on the common room table. The CSO entered the building and confiscated the containers and paraphernalia containing cannabis, leaving a “CSO was here” card. ",8,49,2022,8.81666666666667,"Incident"
"220197","2022 05 04","1718","Disturbance","East Lot",2022-05-04 17:18:00,"Notes: A CSO responded to a report of a disturbance in the East Lot. A staff member/alum reported a hostile encounter with a student that reportedly included the student insulting and spitting on the staff member and their vehicle. The report will be referred to appropriate college staff for follow up.",17,18,2022,17.3,"Incident"
"220198","2022 05 05","0921","Temporary Exclusion","Campus",2022-05-05 09:21:00,"Notes: A limited scope exclusion was issued to a Reed student.",9,21,2022,9.35,"Incident"
"220199","2022 05 05","0945","No Contact Order","Campus",2022-05-05 09:45:00,"Notes: A No Contact Order was put in place between Reed community members.",9,45,2022,9.75,"Incident"
"220200","2022 05 07","0023","Medical Assist/Alcohol Violation//Medical Amnesty","Residence Hall",2022-05-07 00:23:00,"Notes: CSOs responded to a report of an intoxicated student requiring assistance. The CSOs arrived to find the student conscious but displaying symptoms of possible alcohol overdose. After evaluating the student based on information on the yellow “Signs of alcohol or other drug overdose emergencies” card, CSO determined that medical transport was not necessary. The student was left in the company of friends with instructions to call if the student’s condition worsened.",0,23,2022,0.383333333333333,"Incident"
"220170","2022 04 27","2107","Maintenance Issue","Aspen",2022-04-27 21:07:00,"Notes: A CSO responded to a report of an inoperable elevator with a student stuck inside. The CSO arrived and confirmed that the elevator would not open and requested Portland Fire respond to assist. Portland Fire eventually freed the student and recommended elevator maintenance. The elevator was signed as out of order. ",21,7,2022,21.1166666666667,"Incident"
"220171","2022 04 28","0418","Trespass/Exclusion","Residence Hall",2022-04-28 04:18:00,"Notes: A CSO on patrol encountered an excluded individual on campus. The CSO escorted the individual off of campus and informed them that Portland Police would be called if they were seen on campus again.",4,18,2022,4.3,"Incident"
"220172","2022 04 29","0233","Suspicious Person/Activity/Circumstances","North Lot",2022-04-29 02:33:00,"Notes: A CSO on patrol encountered a vehicle parked diagonally across parking spaces. After determining that the vehicle did not belong to a Reed community member the officer issued a 72 hour tow notice for the vehicle if it was not reparked in a correct manner. ",2,33,2022,2.55,"Incident"
"220173","2022 04 29","0841","Medical Transport - Other","Residence Hall",2022-04-29 08:41:00,"Notes: A CSO responded to a request for medical assistance in a residence hall. The CSO met with the student and leaned that they had called EMS on their own. The student was eventually transported to a medical facility for care. ",8,41,2022,8.68333333333333,"Incident"
"220174","2022 04 29","1326","Suspicious Person/Activity/Circumstances","North Lot",2022-04-29 13:26:00,"Notes: A CSO responded to a report of an argument taking place in the North Lot. CSO found a Reed community member and a visitor shouting at each other. A second CSO arrived and the parties were separated and interviewed individually. The visitor acknowledged having tried to force the community member to turn down music in their car, resulting in the argument. The visitor was reminded that they are on campus as guest only and should call Community Safety with any concerns.",13,26,2022,13.4333333333333,"Incident"
"220181","2022 04 29","1735","Alcohol Violation","Front Lawn",2022-04-29 17:35:00,"Notes: A CSO on patrol observed an unknown individual pour a liquid from a bottle marked that it contained alcohol into a plastic cup and hand it to another individual who then passed the first individual money. The CSO approached, and the individual who had just made a purchase confirmed that they had just bought some alcohol from the other individual. Both individuals confirmed that they were Reed alumni. When the CSO informed the individual selling alcohol on campus was not allowed they stated that they were unaware of this. This same individual had been reported a few minutes prior for possibly acting inappropriately with students. The CSO requested the alum leave campus and escorted them to their vehicle. When at their vehicle, the alum stated that they were unable to locate their keys. The alum ended up calling an acquaintance to pick them up and left campus.  ",17,35,2022,17.5833333333333,"Incident"
"220184","2022 04 30","0943","Evidence of Drug Use","Student Union",2022-04-30 09:43:00,"Notes: A CSO on patrol in the Student Union encountered unattended cannabis and psilocybin mushrooms in the Student Union. The CSO collected and disposed of the items.",9,43,2022,9.71666666666667,"Incident"
"220185","2022 04 30","1336","Unattended Alcohol or Drugs","ODB/Sally Port",2022-04-30 13:36:00,"Notes: A CSO on patrol in central campus encountered a plastic easter egg in the ODB sally port. Based on the CSO’s previous Renn Fayre experience, they opened the easter egg and discovered that it contained a cannabis edible. The CSO disposed of the easter egg and alerted the CS team of the presence so that any further easter eggs discovered could be disposed of properly. ",13,36,2022,13.6,"Incident"
"220187","2022 04 30","1354","Unattended Alcohol or Drugs","Front Lawn",2022-04-30 13:54:00,"Notes: A CSO on patrol of the front lawn encountered an easter egg containing a cannabis joint. The CSO disposed of the joint. Additional easter eggs were found by CSOs on the front lawn and also disposed of properly. ",13,54,2022,13.9,"Incident"
"220190","2022 04 30","2312","Evidence of Drug Use","Gray Campus Center",2022-04-30 23:12:00,"Notes: A CSO on patrol in the GCC encountered a student who appeared to hide a whipped cream canister as the CSO approached. Given the behavior of the student and the sound of metal jingling in the student’s shoulder bag, a sound commonly associated with nitrous oxide canisters jostling together, the CSO initiated contact with the student. The student confirmed that they were in possession of whippets and remanded the canisters to the CSO. The CSO disposed of the canisters and continued on their patrol.",23,12,2022,23.2,"Incident"
"220192","2022 04 30","2333","Suspicious Person/Activity/Circumstances","East Lot",2022-04-30 23:33:00,"Notes: CSOs on patrol encountered an individual yelling in the East Lot. The CSOs were approached by a member of Meat Smoke who informed them that they had been trying to calm the individual down but the individual had grown increasingly agitated. As the CSOs interacted with the agitated individual it became apparent that the individual was experiencing a psychological crisis. The CSOs contacted White Bird who responded and took over the interaction with the individual. The CS Director accompanied White Bird as they helped the person to their tent. White Bird tended to the person who was eventually (the following morning) able to leave with a friend.",23,33,2022,23.55,"Incident"
"220193","2022 04 30","2349","Evidence of Drug Use","Central Campus",2022-04-30 23:49:00,"Notes: After a smoke machine had triggered the fire alarm in the GCC, the CS director was opening doors and windows to clear the smoke when they encountered two students exiting the print shop and the odor of cannabis was prominent. The director did not interact with the students at the time as the priority was the triggered alarm and smoke in the building, but later returned to the room and confirmed that the odor of cannabis was strongest in that room.",23,49,2022,23.8166666666667,"Incident"
"220194","2022 05 01 ","0139","Suspicious Person/Activity/Circumstances","Dorothy Johansen House",2022-05-01 01:39:00,"Notes: A CSO responded to a report of an excluded alum being on campus. The CSO met with a member of Meat Smoke who confirmed seeing the alum. The excluded alum left campus after members of Meat Smoke told them to leave.",1,39,2022,1.65,"Incident"
"220195","2022 05 01","1000","Evidence of Drug Use","Paradox Cafe",2022-05-01 10:00:00,"Notes: A CSO on patrol in central campus observed multiple whippet cartridges and various alcohol containers sitting in plain view inside the Paradox cafe. The CSO entered the cafe and collected all drug paraphernalia and alcohol containers. The CSO also encountered a note left by a student requesting that people venmo them for the whippets. The report was referred to the CS Director and the Office of Student Engagement for follow up.",10,0,2022,10,"Incident"
"220196","2022 05 01","1952","Theft from Vehicle","West Lot",2022-05-01 19:52:00,"Notes: A CSO on patrol in the West Lot encountered a parked vehicle with a shattered passenger side window. As the CSO approached, they observed that the vehicle was occupied and the occupant began waving them over. The occupant confirmed that they were the vehicle owner and they had just returned to the vehicle to discover the broken window. They also reported that a small bag of personal belongings had been taken. The CSO advised them to file a police report.",19,52,2022,19.8666666666667,"Incident"
"220146","2022 04 18","0923","Damage to Property","Sitka Residence Hall",2022-04-18 09:23:00,"Notes: A CSO on patrol observed that a Sitka patio door had been closed improperly in a manner which left it unsecured. The CSO secured the door and continued on their patrols. ",9,23,2022,9.38333333333333,"Incident"
"220147","2022 04 20","1356","Bias-Related Incident","Campus",2022-04-20 13:56:00,"Notes: Racially biased comments were made anonymously during a Zoom workshop. This incident is being investigated by Reed’s Office of Institutional Diversity (OID).",13,56,2022,13.9333333333333,"Incident"
"220148","2022 04 20","1455","Medical Transport - Other","Residence Hall",2022-04-20 14:55:00,"Notes: CSOs responded to a request for medical assistance in a residence hall. Upon arrival, the CSOs met with two students, one of whom was experiencing a medical emergency. After assessing the student and discussing options, the CSOs requested American Medical Response (AMR) be dispatched. The CSOs remained with the student until AMR transported the student to a nearby medical facility for further care.",14,55,2022,14.9166666666667,"Incident"
"220150","2022 04 21","0151","Medical Transport - Other","Eliot Circle",2022-04-21 01:51:00,"Notes: A CSO on vehicle patrol was approached by a visitor who asked if they could direct them to the nearest hospital. The CSO asked the person if they would like an ambulance to transport them they replied in the affirmative. The CSO requested an EMS response and the person was transported away by ambulance.",1,51,2022,1.85,"Incident"
