"Case#","Date","Time","Description","Location","Date_Time","Notes"
"220228","2022 06 26","0704","Trespass/Suspicious Person/Activity/Behavior","Morgan House",1656227040,"Notes: A CSO on vehicle patrol encountered an unknown vehicle parked on the property of the Reed Morgan house. The CSO parked and when they approached the residence they observed three unknown individuals inside the residence. The CSO requested Portland Police Bureau (PPB) response. While waiting for PPB arrival, the three individuals exited the residence. The CSO informed the three individuals that they were in Reed college property illegally and that PPB was on the way. The individuals expressed the desire to go back inside the residence, at which point the CSO stated that they were not allowed to reenter the residence and needed to wait for PPB arrival. Two of the individuals left, however the third remained as they stated that they had left their vehicle key inside the residence. The individual stated that they had been assisting a friend in moving their belongings from the residence and had been unaware that the friend was staying there without permission. PPB arrived and questioned the individual. The police officer stated that this incident would be referred to the district attorney for prosecution. A second CSO arrived and together the CSOs performed a walkthrough of the residence. They found unsecured basement windows as the probable entry point. A work order was placed for immediate securing of the windows and the CSOs secured the remainder of the residence before clearing the scene.  "
"220229","2022 06 26","2346","Graffiti","Chemistry",1656287160,"Notes: A CSO on patrol encountered a new graffito on the north exterior side of the Chemistry building. Building services was contacted for removal of the graffiti."
"220222","2022 06 14","1025","Suspicious Person/Activity/Circumstances","Birchwood Apartments",1655202300,"Notes: A CSO observed two individuals entering a Birchwood apartment that had been confirmed to be vacant. The CSO returned to 28 West to request a second CSO for additional support, and then they returned and entered the apartment together. By the time the CSOs returned to the apartment, the individuals had left and there were no signs of the apartment being occupied. The CSOs ensured that the apartment was secured and left the scene."
"220223","2022 06 15","1056","Evidence of Drug Use","PAB",1655290560,"Notes: A CSO encountered two spent cannabis joints lying unattended on a picnic table west of the PAB. The CSO disposed of the two joints and continued on their way."
"220224","2022 06 16","1755","Theft - Other","Strong House",1655402100,"Notes: A faculty member reported that three packages had been stolen off of their front porch by an unknown individual who then left in a black truck with no license plate. The faculty member added that they had also filed a police report. "
"220225","2022 06 19","1236","Suspicious Person/Activity/Circumstances/Theft from Vehicle ","Grove Lot",1655642160,"Notes: A CSO responded to a report of an attempted theft from a vehicle in the Grove Lot. The CSO met with the owner of the vehicle who stated that their catalytic converter had been tampered with, the pipe having been cut from the front portion and bolts had been removed from the back portion. The CSO stated that earlier on their shift they had responded to a suspicious person call in the same location of their vehicle, but didn’t witness any suspicious activity. The CSO had observed an individual get into a vehicle and drive away, but that was all. "
"220220","2022 06 08","1405","Fire","Greenwood",1654697100,"Notes: A CSO responded to a report of a fire near Greywood. The CSO observed upon arrival that the fire, located on the sidewalk near Greywood bordering Woodstock Blvd., had been extinguished by a Reed staff member. The CSO confirmed that the fire was fully extinguished and replaced the discharged extinguisher. "
"220221","2022 06 12","1128","Theft of Motor Vehicle","Prexy",1655033280,"Notes: A CSO responded to a report of a property dispute. Upon arrival, the CSO met with a Reed staff member and a juvenile who stated that they were there for Reunions with their alum parent. The juvenile guest stated that they had been driving the Reed electric carts while assisting Meat Smoke with deliveries. The Reed staff member stated that the guest did not have permission to use the electric carts and, without approval, had driven multiple carts over the course of the weekend. The guest had an electric cart key which they were initially hesitant to hand to the CSO, but they did end up turning it over.  "
"220217","2022 05 31","1759","Suspicious person/activity/circumstances","Trillium",1654019940,"Notes: A CSO responded to a report of a student streaking naked on the Sports Field, and also streaking on the Trillium fourth floor balcony, several hours earlier. The reporter stated that they believed the streaking student had ingested lysergic acid diethylamide. The CSOs did not encounter any naked students during their patrols."
"220218","2022 06 01","1553","Suspicious person/activity/circumstances","Trillium",1654098780,"Notes: A CSO on an exterior patrol of Trillium encountered a cut bike on the east side of the building. "
"220219","2022 06 03","2224","Evidence of Drug Use","Trillium",1654295040,"Notes: A CSO on internal patrol of Trillium encountered an empty cannabis container left on the fourth floor balcony."
"220215","2022 05 24","1354","Information Only","GCC",1653400440,"Notes: A CSO on patrol near GCC observed an individual remove a bike from the GCC bike rack, and then attempted to ride one bike and tow the other by holding on to it. The CSO was familiar with the bike the individual was towing, and when the CSO attempted to ask the individual about the bike, the individual cursed at the CSO and shoved the bike they had removed from the rack in the CSO’s direction, then rode off. The CSO placed the bicycle in the 28 West secure bike storage.  "
"220216","2022 05 26","1959","Evidence of Drug Use","Trillium",1653595140,"Notes: A CSO on patrol in Trillium encountered a cannabis joint left on the fourth floor balcony table. The CSO disposed of the cannabis joint and continued on their patrol."
"220206 ","2022 05 16","0725","Burglary","Gray Campus Center (GCC)",1652685900,"Notes: A CSO responded to the GCC to take a report of burglary. The CSO met with a Bon Appetit employee who reported that when they had arrived on site they observed multiple food items strewn about the kitchen area, and beverages and food stolen. Shortly after taking this report, a Reed building services member reported to the CSO that a door to the Student Union (SU) had been broken and there was damage inside the building. The CSO inspected the door and found damage consistent with that caused by forced entry. When the CSO entered the SU, they observed that a fire extinguisher had been discharged, a disco ball had been shattered, and multiple commencement gowns and mortarboards had been removed from their storage areas. The CSO found the missing commencement gowns, along with food from Commons, hidden underneath a chair."
"220208","2022 05 16","1306","Medical Transport - Other","Residence Hall",1652706360,"Notes: A CSO responded to a request for medical assistance at a residence hall. Upon arrival, the CSO met with a student experiencing medical distress. The student opted to be treated at a medical facility. American Medical Response (AMR) was activated and transported the student to a nearby medical facility for care."
"220209","2022 05 17","0915","Unattended Alcohol or Drugs","Pool Hall",1652778900,"Notes: A CSO performing a move-out walk through encountered an alcoholic beverage inside the Pool Hall manager’s office. As not all people with access to that area are of legal drinking age, the CSO disposed of the alcohol."
"220210","2022 05 17","1008","Evidence of Drug Use/Smoking Violation-Dorm","Trillium",1652782080,"Notes: A CSO performing a move-out walk through encountered extensive evidence of both tobacco and cannabis use on the Trillium fourth floor balcony."
"220211","2022 05 18","0514","Theft from Vehicle","North Lot",1652850840,"Notes: A student arrived at 28 West to report that they had been in their vehicle when an unknown individual broke the front passenger window and took the student’s backpack from off of the passenger seat. The individual then got into a black sedan and drove away."
"220213","2022 05 21","1648","Maintenance Issue","Aspen",1653151680,"Notes: A CSO was dispatched to Aspen where a student had reported they were stuck in the building elevator. The CSO confirmed with the student that they were okay and requested Portland Fire Department (PFD) response to assist in opening the elevator door. PFD successfully opened the door and retrieved the student. The CSO taped off the elevator and put in a work order with building maintenance."
"220214","2022 05 22","1053","Damage to Property","28 West",1653216780,"Notes: A CSO exiting the CS Honda heard a loud hissing noise coming from the front driver’s side tire and observed that the tire was deflating. A work order was put in for repairs."
"220201","2022 05 10","1450","Damage to Property","Grove Dorms",1652194200,"Notes: A CSO on patrol near the Grove dorms observed new lawn damage east of Sequoia. The damage was consistent with that done by vehicle tires. Grounds has been contacted for repairs."
"220202","2022 05 10","1759","Graffiti","Vollum",1652205540,"Notes: A CSO on patrol encountered new graffiti on a power generator east of Vollum. Building Services has been contacted for removal of the graffiti."
"220203","2022 05 11","1821","Damage to Property/Theft-Computer/Theft from Vehicle","Upper North Lot",1652293260,"Notes: A CSO responded to a report of a vehicle break-in in the Upper North parking lot. Upon arrival, the CSO met with a student who stated that their laptop and other personal belongings had been stolen. The vehicle owner arrived, another Reed student,  and confirmed that some of their personal belongings had also been stolen. The CSO sympathized with the students and recommended they file police reports."
"220204","2022 05 12","0144","Theft - Other","Biology",1652319840,"Notes: A CSO responded to a report of theft from a bike parked at the Biology/Physics breezeway. Upon arrival, the CSO met with the bike owner who reported that a saddlebag containing bike related items had been stolen off of their bike. "
"220205","2022 05 15","0849","Evidence of Drug Use","Russian House",1652604540,"Notes: A CSO on exterior patrol of the Language houses observed through a window, clearly marked cannabis containers and cannabis paraphernalia left unattended on the common room table. The CSO entered the building and confiscated the containers and paraphernalia containing cannabis, leaving a “CSO was here” card. "
"220197","2022 05 04","1718","Disturbance","East Lot",1651684680,"Notes: A CSO responded to a report of a disturbance in the East Lot. A staff member/alum reported a hostile encounter with a student that reportedly included the student insulting and spitting on the staff member and their vehicle. The report will be referred to appropriate college staff for follow up."
"220198","2022 05 05","0921","Temporary Exclusion","Campus",1651742460,"Notes: A limited scope exclusion was issued to a Reed student."
"220199","2022 05 05","0945","No Contact Order","Campus",1651743900,"Notes: A No Contact Order was put in place between Reed community members."
"220200","2022 05 07","0023","Medical Assist/Alcohol Violation//Medical Amnesty","Residence Hall",1651882980,"Notes: CSOs responded to a report of an intoxicated student requiring assistance. The CSOs arrived to find the student conscious but displaying symptoms of possible alcohol overdose. After evaluating the student based on information on the yellow “Signs of alcohol or other drug overdose emergencies” card, CSO determined that medical transport was not necessary. The student was left in the company of friends with instructions to call if the student’s condition worsened."
"220170","2022 04 27","2107","Maintenance Issue","Aspen",1651093620,"Notes: A CSO responded to a report of an inoperable elevator with a student stuck inside. The CSO arrived and confirmed that the elevator would not open and requested Portland Fire respond to assist. Portland Fire eventually freed the student and recommended elevator maintenance. The elevator was signed as out of order. "
"220171","2022 04 28","0418","Trespass/Exclusion","Residence Hall",1651119480,"Notes: A CSO on patrol encountered an excluded individual on campus. The CSO escorted the individual off of campus and informed them that Portland Police would be called if they were seen on campus again."
"220172","2022 04 29","0233","Suspicious Person/Activity/Circumstances","North Lot",1651199580,"Notes: A CSO on patrol encountered a vehicle parked diagonally across parking spaces. After determining that the vehicle did not belong to a Reed community member the officer issued a 72 hour tow notice for the vehicle if it was not reparked in a correct manner. "
"220173","2022 04 29","0841","Medical Transport - Other","Residence Hall",1651221660,"Notes: A CSO responded to a request for medical assistance in a residence hall. The CSO met with the student and leaned that they had called EMS on their own. The student was eventually transported to a medical facility for care. "
"220174","2022 04 29","1326","Suspicious Person/Activity/Circumstances","North Lot",1651238760,"Notes: A CSO responded to a report of an argument taking place in the North Lot. CSO found a Reed community member and a visitor shouting at each other. A second CSO arrived and the parties were separated and interviewed individually. The visitor acknowledged having tried to force the community member to turn down music in their car, resulting in the argument. The visitor was reminded that they are on campus as guest only and should call Community Safety with any concerns."
"220181","2022 04 29","1735","Alcohol Violation","Front Lawn",1651253700,"Notes: A CSO on patrol observed an unknown individual pour a liquid from a bottle marked that it contained alcohol into a plastic cup and hand it to another individual who then passed the first individual money. The CSO approached, and the individual who had just made a purchase confirmed that they had just bought some alcohol from the other individual. Both individuals confirmed that they were Reed alumni. When the CSO informed the individual selling alcohol on campus was not allowed they stated that they were unaware of this. This same individual had been reported a few minutes prior for possibly acting inappropriately with students. The CSO requested the alum leave campus and escorted them to their vehicle. When at their vehicle, the alum stated that they were unable to locate their keys. The alum ended up calling an acquaintance to pick them up and left campus.  "
"220184","2022 04 30","0943","Evidence of Drug Use","Student Union",1651311780,"Notes: A CSO on patrol in the Student Union encountered unattended cannabis and psilocybin mushrooms in the Student Union. The CSO collected and disposed of the items."
"220185","2022 04 30","1336","Unattended Alcohol or Drugs","ODB/Sally Port",1651325760,"Notes: A CSO on patrol in central campus encountered a plastic easter egg in the ODB sally port. Based on the CSO’s previous Renn Fayre experience, they opened the easter egg and discovered that it contained a cannabis edible. The CSO disposed of the easter egg and alerted the CS team of the presence so that any further easter eggs discovered could be disposed of properly. "
"220187","2022 04 30","1354","Unattended Alcohol or Drugs","Front Lawn",1651326840,"Notes: A CSO on patrol of the front lawn encountered an easter egg containing a cannabis joint. The CSO disposed of the joint. Additional easter eggs were found by CSOs on the front lawn and also disposed of properly. "
"220190","2022 04 30","2312","Evidence of Drug Use","Gray Campus Center",1651360320,"Notes: A CSO on patrol in the GCC encountered a student who appeared to hide a whipped cream canister as the CSO approached. Given the behavior of the student and the sound of metal jingling in the student’s shoulder bag, a sound commonly associated with nitrous oxide canisters jostling together, the CSO initiated contact with the student. The student confirmed that they were in possession of whippets and remanded the canisters to the CSO. The CSO disposed of the canisters and continued on their patrol."
"220192","2022 04 30","2333","Suspicious Person/Activity/Circumstances","East Lot",1651361580,"Notes: CSOs on patrol encountered an individual yelling in the East Lot. The CSOs were approached by a member of Meat Smoke who informed them that they had been trying to calm the individual down but the individual had grown increasingly agitated. As the CSOs interacted with the agitated individual it became apparent that the individual was experiencing a psychological crisis. The CSOs contacted White Bird who responded and took over the interaction with the individual. The CS Director accompanied White Bird as they helped the person to their tent. White Bird tended to the person who was eventually (the following morning) able to leave with a friend."
"220193","2022 04 30","2349","Evidence of Drug Use","Central Campus",1651362540,"Notes: After a smoke machine had triggered the fire alarm in the GCC, the CS director was opening doors and windows to clear the smoke when they encountered two students exiting the print shop and the odor of cannabis was prominent. The director did not interact with the students at the time as the priority was the triggered alarm and smoke in the building, but later returned to the room and confirmed that the odor of cannabis was strongest in that room."
"220194","2022 05 01 ","0139","Suspicious Person/Activity/Circumstances","Dorothy Johansen House",1651369140,"Notes: A CSO responded to a report of an excluded alum being on campus. The CSO met with a member of Meat Smoke who confirmed seeing the alum. The excluded alum left campus after members of Meat Smoke told them to leave."
"220195","2022 05 01","1000","Evidence of Drug Use","Paradox Cafe",1651399200,"Notes: A CSO on patrol in central campus observed multiple whippet cartridges and various alcohol containers sitting in plain view inside the Paradox cafe. The CSO entered the cafe and collected all drug paraphernalia and alcohol containers. The CSO also encountered a note left by a student requesting that people venmo them for the whippets. The report was referred to the CS Director and the Office of Student Engagement for follow up."
"220196","2022 05 01","1952","Theft from Vehicle","West Lot",1651434720,"Notes: A CSO on patrol in the West Lot encountered a parked vehicle with a shattered passenger side window. As the CSO approached, they observed that the vehicle was occupied and the occupant began waving them over. The occupant confirmed that they were the vehicle owner and they had just returned to the vehicle to discover the broken window. They also reported that a small bag of personal belongings had been taken. The CSO advised them to file a police report."
"220146","2022 04 18","0923","Damage to Property","Sitka Residence Hall",1650273780,"Notes: A CSO on patrol observed that a Sitka patio door had been closed improperly in a manner which left it unsecured. The CSO secured the door and continued on their patrols. "
"220147","2022 04 20","1356","Bias-Related Incident","Campus",1650462960,"Notes: Racially biased comments were made anonymously during a Zoom workshop. This incident is being investigated by Reed’s Office of Institutional Diversity (OID)."
"220148","2022 04 20","1455","Medical Transport - Other","Residence Hall",1650466500,"Notes: CSOs responded to a request for medical assistance in a residence hall. Upon arrival, the CSOs met with two students, one of whom was experiencing a medical emergency. After assessing the student and discussing options, the CSOs requested American Medical Response (AMR) be dispatched. The CSOs remained with the student until AMR transported the student to a nearby medical facility for further care."
"220150","2022 04 21","0151","Medical Transport - Other","Eliot Circle",1650505860,"Notes: A CSO on vehicle patrol was approached by a visitor who asked if they could direct them to the nearest hospital. The CSO asked the person if they would like an ambulance to transport them they replied in the affirmative. The CSO requested an EMS response and the person was transported away by ambulance."
"220151","2022 04 21","0435","Medical Assist - Other","Residence Hall",1650515700,"Notes: A CSO responded to a request for medical assistance in a residence hall. The CSO met with a student who had sustained an injury earlier in the day and requested the CSO evaluate the injury. The CSO applied first aid, and encouraged the student to follow up with the Health & Counseling Center during their open hours later that day."
"220152","2022 04 21","1706","Damage to Property","Canyon House",1650560760,"Notes: A CSO on patrol of the Canyon house encountered damage to the lawn to the west of the structure. The damage appeared to have been caused by vehicle tires. Grounds staff were notified of the damage."
"220153","2022 04 21","1741","Information Only","Birchwood Apartments",1650562860,"Notes: A CSO on patrol of the Birchwood Apartments encountered a bicycle that was missing both its front and rear tires. The bicycle was secured to the bike rack. The CSO affixed a red CS tag to the bike alerting the owner that the bicycle would be removed in 72 hours if Community Safety was not contacted by the owner. "
"220154","2022 04 21","2033","Graffiti","Sullivan Hall",1650573180,"Notes: A CSO on patrol encountered a new graffito on the northside of Sullivan Hall. Building Services has been contacted for removal of the graffiti."
"220155","2022 04 21","2042","Damage to Property","Theatre Annex ",1650573720,"Notes: CSOs responded to a security alarm at the Theatre Annex. Upon their inspection of the building they noted that a northside window of the old warehouse was cracked. No further signs of suspicious activity were found in the area. Building Services has been contacted for repairs to the window. "
"220156","2022 04 20","2316","Disturbance/Information Only/Subject with Weapon/Suspicious Person","Reed College Apartments",1650496560,"Notes: A CSO responded to multiple noise complaints received from residents of the Reed College Apartments. Upon arrival, the CSO encountered two people, one sitting at a picnic table and one standing nearby holding a knife. The person holding the knife said that they worked at a nearby food truck and that the seated person had approached the truck yelling racial slurs and other unintelligible statements. The person who had been sitting at the table got up, continued to yell unintelligibly, and began walking southward on 28th Ave. The CSO provided the food truck employee with a Reed pink card containing emergency numbers and also recommended the person contact 911 should another emergency arise. "
"220157","2022 04 22","0707","Damage to Property","Chemistry",1650611220,"Notes: CSOs responded to a report of an unknown person walking around campus looking for their vehicle. CSOs contacted the person, but they  declilned to provide their name. The person could not provide any information about the vehicle, except that it was a black truck, and did not remember where the vehicle had been left. CSOs escorted the person off campus. A CSO witnessed a student offer a ride to the person to the East Lot. The CSOs then followed the individual to the chemistry loading dock, where they found a truck stuck in the grass. The person attempted to start the vehicle but when it would not start they gathered their belongings from the vehicle and walked off campus. Police later determined that the truck had been stolen, contacted the owner, and the truck’s owner later came to campus and retrieved it. Police notified CS that the person who had been seen on campus and tried to start the truck had been arrested off campus."
"220158","2022 04 22","1203","Damage to Property","Lower North Lot",1650628980,"Notes: A CSO responded to a report of a vehicle in the Lower North Lot missing its rear window. The CSO located the vehicle and observed that the rear window glass had been shattered. The CSO was unable to determine whether or not any personal items were removed from the vehicle and was unable to contact the owner as the vehicle was not registered with Community Safety."
"220159","2022 04 22","1426","No Contact Order","Campus",1650637560,"Notes: A No Contact Order was issued between two Reed community members."
"220160","2022 04 22","1558","Graffiti","Prexy",1650643080,"Notes: A CSO on patrol encountered new graffiti on a green electrical box north of Prexy. Building Services was contacted for removal of the graffiti."
"220161","2022 04 22","1626","Graffiti","Canyon House",1650644760,"Notes: A CSO on patrol encountered new graffiti painted onto the dumpster corral west of the Canyon House. Building Services was contacted for removal of the graffiti."
"220162","2022 04 22","1656","Information Only","Library",1650646560,"Notes: A CSO on patrol encountered a bicycle chassis missing some parts secured to the bike rack north of the Library. The CSO tagged the bike with a Community Safety red tag. "
"220163","2022 04 22","1847","Health Behavior/Exclusion","Residence Hall",1650653220,"Notes: An exclusion was issued to a visitor who threatened to physically harm CS staff and the individual was escorted off campus."
"220164","2022 04 22","2201","Health Behavior","German House",1650664860,"Notes: A CSO responding to a service request encountered a large gathering of approximately 40-50 students listening to a live band in the basement of the German House. After confirming that the gathering was not a college sanctioned event, the CSO requested the students disperse in accordance with current COVID policy, and the students complied."
"220165","2022 04 23","0133","Graffiti","Chemistry",1650677580,"Notes: A CSO on patrol encountered new graffiti on the north exterior side of the Chemistry building. Building Services was contacted for removal of the graffiti."
"220166","2022 04 23","0333","Graffiti","Eliot Circle/Main Drive",1650684780,"Notes: A CSO on patrol encountered new graffiti on the monolith located at the entrance of the main drive. Building Services was contacted for removal of the graffiti."
"220167","2022 04 23","1540","Information Only","East Lot",1650728400,"Notes: A CSO on patrol encountered a blue moped lying on its side in the East Lot just north of the Language Houses. The CSO observed that the moped appeared to be leaking fuel. The CSO stood the bike back upright and continued on their patrol. "
"220169","2022 04 24","0340","Damage to Property","Naito/Sullivan",1650771600,"Notes: CSOs responded to a request for assistance regarding a bike secured at the Naito/Sullivan breezeway bike rack. Upon arrival, the CSOs met with the owner of the bike. The owner stated that, in what appeared to be an attempted theft of the bike, the U-Lock securing the bike had been damaged and the student was unable to unlock it. A CSO was able to successfully unlock the lock without having to cut it."
"220108","2022 03 28","0933","Suspicious Person/Activity/Circumstances","Chemistry",1648459980,"Notes: A CSO responded to a theft report in the Chemistry building. Upon arrival, the CSO met with a professor who stated that they had entered their office to find it in disarray and with items missing. The professor stated that the only access to their office was from within connecting labs, and students sometimes passed through the office when exiting the labs. The professor stated that their laptop and several related accessories were missing. The professor also noted there were snack wrappers and a couple of other items left lying around the office, none of which were theirs. The CSO sympathized with the professor and recommended they take steps to secure the laptop from identity theft if possible. The CSO was unable to find any signs of forced entry or other tampering to the doors."
"220109","2022 03 28","1926","Medical Assist - Other","Residence Hall",1648495560,"Notes: A CSO responded to a request for medical assistance in a residence hall. Upon arrival, the CSO met with the student requesting assistance and assessed the student’s condition. After evaluating the student for the need of urgent or emergency medical assistance and determining that it would not be necessary, the CSO offered care options to the student. The student opted to call the after-hours nurse advice line and agreed to call Community Safety again if the need arose. The CSO provided the student with a CS pink card containing emergency contact information and cleared from the call."
"220110","2022 03 29","0051","Medical Assist - Other","Residence Hall",1648515060,"Notes: A CSO responded to a request for medical assistance in a residence hall. Upon arrival, the CSO met with the student requiring assistance and two of their fellow students. After evaluating the student, the CSO determined that further medical care would be necessary and offered transport options to the student for nearby medical facilities. The fellow students offered to drive the student to a nearby medical facility for further care. The CSO then cleared from the call."
"220113","2022 03 30","1735","Graffiti","Eliot Circle/Main Drive",1648661700,"Notes: A CSO on patrol encountered new graffiti on the Reed campus map board and electric box near the Main Drive. Building Services has been contacted for clean up. "
"220114","2022 03 31","0433","Stolen Property","East Lot",1648701180,"Notes: A CSO on patrol in the East Lot encountered a vehicle with its rear driver side window shattered and the driver side door ajar. Upon closer inspection, the CSO observed drug paraphernalia and a large knife in plain view. The CSO requested Dispatch contact Portland Police for further investigation. Portland Police responded and stated that the vehicle in question had been reported as stolen a couple of months prior. Portland Police had the vehicle towed to a police impound lot for safekeeping. "
"220115","2022 03 30","2129","Theft - Bike","Physics",1648675740,"Notes: A CSO responded to a report of a stolen bike near Physics. The CSO met the bike owner in the Physics/Biology breezeway where the owner stated that their bike had been parked in the breezeway and when they returned to retrieve the bike it was missing. The owner also stated that this was the second bike they’d had stolen within 6 months. This bike was registered with Project 529 and the owner stated that they would follow up with Portland Police to make an official report."
"220116","2022 03 31","1117","Damage to Property","Southwest Quadrant",1648725420,"Notes: A CSO responded to a report of multiple Reed vans having been graffitied with red paint targeting a specific person. Reed staff cleaned the graffiti off of the vans."
"220117","2022 04 01 ","1440","Theft - Bike","McKinley",1648824000,"Notes: A CSO responded to McKinley residence hall to take a report of bike theft. Upon arrival, the CSO met with a student who stated that their bike had been stored inside McKinley next to multiple other bikes on March 1st. When they attempted to retrieve the bike on March 2nd, it was missing. The student expressed concern that the bike went missing during the same time frame that the card reader had been ripped off of the nearby external door. The bike is described as a white electric Rad City Cruiser with a front basket."
"220118","2022 04 01","2356","Damage to Property","Art Building",1648857360,"Notes: CSOs responded to a report of a shattered window at the Art Building. Upon arrival, they observed that the southwest window had been shattered. The CSOs conducted a thorough patrol of the building and did not find any further suspicious activity or damage. They were also unable to locate whatever object had caused the damage to the window. The CSOs taped off the area containing the shattered glass and contacted Building Services for clean up. "
"220119","2022 04 02","2355","Medical Amnesty, Medical Transport - Drug","Campus",1648943700,"Notes: CSOs responded to a request for medical assistance possibly pertaining to a potential drug overdose. Upon arrival, the CSOs met with the student in need of assistance and five other students assisting the first student. After evaluating the student, the CSOs requested American Medical Response (AMR) to transport the student to a nearby medical facility for further care. In speaking with the nearby students, there was a possibility that the student had ingested “molly” that had potentially been laced, along with alcohol. "
"220120","2022 04 03","0044","Medical Assist - Other / Medical Transport - Other","Residence Hall",1648946640,"Notes: CSOs responded to a request for medical assistance in a residence hall. Upon arrival, the CSOs met with the student requiring assistance, and a friend who had been attending to the student. After evaluating the student, the CSO requested American Medical Response (AMR) for further medical treatment. AMR transported the student to a nearby medical facility for further care."
"220121","2022 04 03","1005","Suspicious Person/Activity/Circumstances","Sullivan Hall",1648980300,"Notes: A CSO responded to a suspicious person report in Sullivan Hall. Upon arrival, the CSO met with a student who reported that upon entering the restroom, the student encountered an unknown individual who had possibly been sleeping in the restroom. The CSO conducted a thorough patrol of the building and did not encounter any unexpected individuals. The CSO also confirmed that all doors and windows were secure and in proper working order.   "
"220122","2022 04 03 ","1245","Information Only","GCC",1648989900,"Notes: A CSO received a report from a community member that an individual known to them as “Aster” had been selling drugs on campus. The individual also stated that “Aster” had refused to test the drugs for fentanyl. The CSO discussed the use of recreational drugs with the community member and resources for ensuring their safety. The CSO also encouraged the community member to share their concerns with other community members who may have contact with “Aster.”"
"220123","2022 04 03","2043","Medical Assist - Drugs / Medical Amnesty","Residence Hall",1649018580,"Notes: CSOs were dispatched to a residence hall following a request received for medical assistance. The CSOs met with the reporting party, along with two other friends, and a fourth individual requiring medical evaluation. During the evaluation, the individual confirmed that they would like Emergency Medical Services (EMS) response. Dispatch contacted American Medical Response (AMR). However, during the evaluation and discussion with the student, the student’s symptoms subsided and they no longer wanted EMS assistance. Dispatch canceled the AMR response and the CSOs provided the student with a yellow “Signs of Alcohol and Other Drug Overdose Emergencies” card before clearing from the call.  "
"220104","2022 03 21","0037","Graffiti","Student Union",1647823020,"Notes: A CSO on patrol at the GCC encountered graffiti on the exterior north-facing door on the east side of the Student Union building. Building Services has been contacted for clean up."
"220105","2022 03 23","0820","Camping","Front Lawn",1648023600,"Notes: A CSO on patrol encountered an individual sleeping underneath a tree on the south side of the Front Lawn. The CSO initiated contact with the individual who replied with a statement that was unintelligible to the CSO. The CSO informed the individual that they would need to move their belongings off of the campus property. The individual collected their belongings and began to make their way off of campus. The CSO followed at a safe distance until the individual was off of campus property."
"220106","2022 03 26","0029","Alcohol Violation","Growing Seeds Childcare",1648254540,"Notes: A CSO on patrol encountered an individual standing in the Growing Seeds Childcare parking lot with what appeared to be a full case of beer. Based on the distributable amount of alcohol the individual was holding, the CSO initiated contact. The individual confirmed that they were a Reed student and provided their ID, which also confirmed that the student was under the legal drinking age. Because of these two factors, the CSO confiscated the beer from the student and continued on their patrol."
"220107","2022 03 26","1724","Theft - Other","Library",1648315440,"Notes: A student arrived at 28 West to report a theft that had occurred at the Library. The student stated that they had left their backpack unattended in the library for a short period of time, and when they returned the backpack was missing. The student provided a description of the backpack and its contents."
"220086","2022 03 07","0016","Information Only","GCC",1646612160,"Notes: A CSO on patrol in the GCC encountered graffiti that targeted a Reed community member. As the graffiti had been written on a removable surface, the CSO documented the graffiti then disposed of it."
"220087","2022 03 07","0325","Graffiti","Warehouse",1646623500,"Notes: A CSO on patrol encountered new graffiti on the old warehouse door near the theater annex. Building services has been contacted for clean up."
"220088","2022 03 07","2242","Information Only","MacNaughton",1646692920,"Notes: A CSO responded to a report of the odor of cannabis in MacNaughton. Upon arriving on the second floor, where the odor was reported to have been encountered, the CSO did encounter a faint odor of cannabis. The CSO was unable to determine the source of the odor. "
"220090","2022 03 12","1122","Sex Offense - Fondling","Campus",1647084120,"Notes: A student reported an incident of unwanted sexual contact that had occurred on campus. This report has been forwarded to the Title IX Coordinator for follow up."
"220091","2022 03 13","0803","Information Only","Student Center",1647158580,"Notes: A CSO on patrol of the Student Center observed that the southeast exterior door was unlocked. The CSO conducted a thorough patrol of the building’s interior and did not find anything suspicious. The CSO did note the lingering odor of tobacco smoke. The CSO secured the door and continued on their patrol."
"220092","2022 03 11","1546","Damage to Property","Front Lawn",1647013560,"Notes: CSOs responded to a large gathering of students on the front lawn. The CSOs observed that there were two Doyle Owl scrums taking place on the front lawn and multiple vehicles had been driven onto the lawn. Multiple areas of lawn were damaged from tires and from students vying for possession of the owls. "
"220076 ","2022 02 28","0327","Graffiti","GCC",1646018820,"Notes: A CSO on patrol in the GCC encountered graffiti specifically targeting a Reed community member. As the graffiti had been written on a large piece of paper, the CSO disposed of the paper with the offending graffiti and continued on their patrol."
"220077","2022 02 28","2324","Information Only","East Lot",1646090640,"Notes: CSOs responded to a report of an individual yelling in the East Lot. The CSOs did not encounter any such individual after a search of the area. The CSOs made contact with two students who had reported the individual. The students also discussed other safety concerns regarding recent attempted break-ins, encounters with religious cult members, and individuals that appeared to be sleeping off and on in the nearby dumpster enclosure. The CSOs reminded the students to call Community Safety regarding any of those safety concerns when they arose and also relayed that they would add extra patrols to that area to address the student’s concerns."
"220078","2022 03 02","0829","Damage to Property","McKinley",1646209740,"Notes: A CSO on exterior patrol of McKinley residence hall observed that the northeast entrance card reader appeared to have been ripped off of its base. The CSO confirmed that the door remained secure and building services was notified for repairs."
"220080","2022 03 03 ","1144","Sex Offense - Rape","Off Campus",1646307840,"Notes: A report of rape was received via Reed’s anonymous online sexual assault reporting form. The Title IX Coordinator was notified for follow up."
